ortho	phon	lemme	cgram	genre	nombre	
adulateur	adylat9R	adulateur	NOM	m	s	
adulation	adylasj§	adulation	NOM	f	s	
adulations	adylasj§	adulation	NOM	f	p	
adultat	adylta	adultat	NOM	m	s	
adulte	adylt	adulte	NOM		s	
adultération	adylteRasj§	adultération	NOM	f	s	
adultère	adyltER	adultère	NOM	m	s	
adultères	adyltER	adultère	NOM	m	p	
adultes	adylt	adulte	NOM		p	
adventiste	adv@tist	adventiste	NOM		s	
adverbe	advERb	adverbe	NOM	m	s	
adverbes	advERb	adverbe	NOM	m	p	
adversaire	advERsER	adversaire	NOM		s	
adversaires	advERsER	adversaire	NOM		p	
adversité	advERsite	adversité	NOM	f	s	
adversités	advERsite	adversité	NOM	f	p	
aède	aEd	aède	NOM	m	s	
aèdes	aEd	aède	NOM	m	p	
aegipans	eZip@	aegipan	NOM	m	p	
aérage	aeRaZ	aérage	NOM	m	s	
aérateur	aeRat9R	aérateur	NOM	m	s	
aérateurs	aeRat9R	aérateur	NOM	m	p	
aération	aeRasj§	aération	NOM	f	s	
aérations	aeRasj§	aération	NOM	f	p	
aérien	aeRj5	aérien	NOM	m	s	
aériens	aeRj5	aérien	NOM	m	p	
aéro	aeRo	aéro	NOM	m		
aéro-club	aeRokl9b	aéro-club	NOM	m	s	
aérobic	aeRobik	aérobic	NOM	m	s	
aérobics	aeRobik	aérobic	NOM	m	p	
aérodrome	aeRodRom	aérodrome	NOM	m	s	
aérodromes	aeRodRom	aérodrome	NOM	m	p	
aérodynamique	aeRodinamik	aérodynamique	NOM	f	s	
aérodynamisme	aeRodinamizm	aérodynamisme	NOM	m	s	
aérofrein	aeRofR5	aérofrein	NOM	m	s	
aérofreins	aeRofR5	aérofrein	NOM	m	p	
aérogare	aeRogaR	aérogare	NOM	f	s	
aérogares	aeRogaR	aérogare	NOM	f	p	
aéroglisseur	aeRoglis9R	aéroglisseur	NOM	m	s	
aéroglisseurs	aeRoglis9R	aéroglisseur	NOM	m	p	
aérographe	aeRogRaf	aérographe	NOM	m	s	
aérolithe	aeRolit	aérolithe	NOM	m	s	
aérolithes	aeRolit	aérolithe	NOM	m	p	
aérologie	aeROlOZi	aérologie	NOM	f	s	
aéromodélisme	aeRomodelizm	aéromodélisme	NOM	m	s	
aéronaute	aeRonot	aéronaute	NOM		s	
aéronautes	aeRonot	aéronaute	NOM		p	
aéronautique	aeRonotik	aéronautique	NOM	f	s	
aéronautiques	aeRonotik	aéronautique	NOM	f	p	
aéronavale	aeRonaval	aéronavale	NOM	f	s	
aéronef	aeRonEf	aéronef	NOM	m	s	
aéronefs	aeRonEf	aéronef	NOM	m	p	
aéropathie	aeROpati	aéropathie	NOM	f	s	
aérophagie	aeRofaZi	aérophagie	NOM	f	s	
aéroplane	aeRoplan	aéroplane	NOM	m	s	
aéroplanes	aeRoplan	aéroplane	NOM	m	p	
aéroport	aeRopOR	aéroport	NOM	m	s	
aéroports	aeRopOR	aéroport	NOM	m	p	
aéropostale	aeRopOstal	aéropostale	NOM	f	s	
aérosol	aeRosOl	aérosol	NOM	m	s	
aérosols	aeRosOl	aérosol	NOM	m	p	
aérospatiale	aeRospasjal	aérospatiale	NOM	f	s	
aérostat	aeRosta	aérostat	NOM	m	s	
aérostier	aeRostje	aérostier	NOM	m	s	
aérostiers	aeRostje	aérostier	NOM	m	p	
aérotrains	aeRotR5	aérotrain	NOM	m	p	
affabilité	afabilite	affabilité	NOM	f	s	
affabilités	afabilite	affabilité	NOM	f	p	
affabulation	afabylasj§	affabulation	NOM	f	s	
affabulations	afabylasj§	affabulation	NOM	f	p	
affabulatrice	afabylatRis	affabulateur	NOM	f	s	
affacturage	afaktyRaZ	affacturage	NOM	m	s	
affadissement	afadis°m@	affadissement	NOM	m	s	
affaiblissement	afeblis°m@	affaiblissement	NOM	m	s	
affairé	afeRe	affairé	NOM	m	s	
affaire	afER	affaire	NOM	f	s	
affairée	afeRe	affairé	NOM	f	s	
affairées	afeRe	affairé	NOM	f	p	
affairement	afER°m@	affairement	NOM	m	s	
affairements	afER°m@	affairement	NOM	m	p	
affaires	afER	affaire	NOM	f	p	
affairés	afeRe	affairé	NOM	m	p	
affairisme	afERizm	affairisme	NOM	m	s	
affairiste	afeRist	affairiste	NOM		s	
affairistes	afeRist	affairiste	NOM		p	
affaissement	afEs°m@	affaissement	NOM	m	s	
affaissements	afEs°m@	affaissement	NOM	m	p	
affalement	afal°m@	affalement	NOM	m	s	
affamé	afame	affamé	NOM	m	s	
affamée	afame	affamé	NOM	f	s	
affamées	afame	affamé	NOM	f	p	
affamés	afame	affamé	NOM	m	p	
affect	afEkt	affect	NOM	m	s	
affectation	afEktasj§	affectation	NOM	f	s	
affectations	afEktasj§	affectation	NOM	f	p	
affection	afEksj§	affection	NOM	f	s	
affections	afEksj§	affection	NOM	f	p	
affectivité	afEktivite	affectivité	NOM	f	s	
affermissement	afERmis°m@	affermissement	NOM	m	s	
afféterie	afet°Ri	afféterie	NOM	f	s	
afféteries	afet°Ri	afféterie	NOM	f	p	
affichage	afiSaZ	affichage	NOM	m	s	
affichages	afiSaZ	affichage	NOM	m	p	
affiche	afiS	affiche	NOM	f	s	
affiches	afiS	affiche	NOM	f	p	
affichette	afiSEt	affichette	NOM	f	s	
affichettes	afiSEt	affichette	NOM	f	p	
afficheur	afiS9R	afficheur	NOM	m	s	
afficheurs	afiS9R	afficheur	NOM	m	p	
affichiste	afiSist	affichiste	NOM		s	
affichistes	afiSist	affichiste	NOM		p	
affidavit	afidavi	affidavit	NOM	m	s	
affidé	afide	affidé	NOM	m	s	
affidés	afide	affidé	NOM	m	p	
affiliation	afiljasj§	affiliation	NOM	f	s	
affiliations	afiljasj§	affiliation	NOM	f	p	
affilié	afilje	affilié	NOM	m	s	
affiliée	afilje	affilié	NOM	f	s	
affiliées	afilje	affilié	NOM	f	p	
affiliés	afilje	affilié	NOM	m	p	
affinage	afinaZ	affinage	NOM	m	s	
affinement	afin°m@	affinement	NOM	m	s	
affinité	afinite	affinité	NOM	f	s	
affinités	afinite	affinité	NOM	f	p	
affiquets	afikE	affiquet	NOM	m	p	
affirmation	afiRmasj§	affirmation	NOM	f	s	
affirmations	afiRmasj§	affirmation	NOM	f	p	
affirmative	afiRmativ	affirmative	NOM	f	s	
affleurement	afl9R°m@	affleurement	NOM	m	s	
affleurements	afl9R°m@	affleurement	NOM	m	p	
affliction	afliksj§	affliction	NOM	f	s	
afflictions	afliksj§	affliction	NOM	f	p	
affluence	afly@s	affluence	NOM	f	s	
affluent	afly@	affluent	NOM	m	s	
affluents	afly@	affluent	NOM	m	p	
afflux	afly	afflux	NOM	m		
affolement	afOl°m@	affolement	NOM	m	s	
affouage	afwaZ	affouage	NOM	m	s	
affouages	afwaZ	affouage	NOM	m	p	
affouillement	afuj°m@	affouillement	NOM	m	s	
affouillements	afuj°m@	affouillement	NOM	m	p	
affranchi	afR@Si	affranchi	NOM	m	s	
affranchie	afR@Si	affranchi	NOM	f	s	
affranchies	afR@Si	affranchi	NOM	f	p	
affranchis	afR@Si	affranchi	NOM	m	p	
affranchissement	afR@Sism@	affranchissement	NOM	m	s	
affres	afR	affre	NOM	f	p	
affrètement	afREt°m@	affrètement	NOM	m	s	
affréteur	afRet9R	affréteur	NOM	m	s	
affreux	afR2	affreux	NOM	m		
affront	afR§	affront	NOM	m	s	
affrontement	afR§t°m@	affrontement	NOM	m	s	
affrontements	afR§t°m@	affrontement	NOM	m	p	
affronts	afR§	affront	NOM	m	p	
affublement	afybl°m@	affublement	NOM	m	s	
affusions	afyzj§	affusion	NOM	f	p	
affût	afy	affût	NOM	m	s	
affûtage	afytaZ	affûtage	NOM	m	s	
affûteur	afyt9R	affûteur	NOM	m	s	
affûts	afy	affût	NOM	m	p	
afghan	afg@	afghan	NOM	m	s	
afghane	afgan	afghan	NOM	f	s	
afghanes	afgan	afghan	NOM	f	p	
afghans	afg@	afghan	NOM	m	p	
aficionado	afisjonado	aficionado	NOM	m	s	
aficionados	afisjonado	aficionado	NOM	m	p	
africain	afRik5	africain	NOM	m	s	
africaine	afRikEn	africain	NOM	f	s	
africaines	afRikEn	africain	NOM	f	p	
africains	afRik5	africain	NOM	m	p	
africanisme	afRikanism	africanisme	NOM	m	s	
afrikaans	afRik@s	afrikaans	NOM	m		
afrikaner	afRikan9R	afrikaner	NOM		s	
afrikaners	afRikanER	afrikaner	NOM		p	
afro-américain	afRoameRik5	afro-américain	NOM	m	s	
afro-américaine	afRoameRikEn	afro-américain	NOM	f	s	
afro-américains	afRoameRik5	afro-américain	NOM	m	p	
afro-cubain	afRokyb5	afro-cubain	NOM	m	s	
afro-cubaine	afRokybEn	afro-cubain	NOM	f	s	
after shave	aftERSav	after-shave	NOM	m		
after-shave	aft9RSav	after-shave	NOM	m		
aga	aga	aga	NOM	m	s	
agace	agas	agace	NOM	f	s	
agacement	agas°m@	agacement	NOM	m	s	
agacements	agas°m@	agacement	NOM	m	p	
agacerie	agas°Ri	agacerie	NOM	f	s	
agaceries	agas°Ri	agacerie	NOM	f	p	
agaceur	agas9R	agaceur	NOM	m	s	
agames	agam	agame	NOM	m	p	
agami	agami	agami	NOM	m	s	
agapanthe	agap@t	agapanthe	NOM	f	s	
agapanthes	agap@t	agapanthe	NOM	f	p	
agape	agap	agape	NOM	f	s	
agapes	agap	agape	NOM	f	p	
agar-agar	agaRagaR	agar-agar	NOM	m	s	
agas	aga	aga	NOM	m	p	
agasses	agas	agasse	NOM	f	p	
agate	agat	agate	NOM	f	s	
agates	agat	agate	NOM	f	p	
agathe	agat	agathe	NOM	f	s	
agave	agav	agave	NOM	m	s	
agaves	agav	agave	NOM	m	p	
age	aZ	age	NOM	m	s	
âge	aZ	âge	NOM	m	s	
agence	aZ@s	agence	NOM	f	s	
agencement	aZ@s°m@	agencement	NOM	m	s	
agencements	aZ@s°m@	agencement	NOM	m	p	
agences	aZ@s	agence	NOM	f	p	
agenda	aZ5da	agenda	NOM	m	s	
agendas	aZ5da	agenda	NOM	m	p	
agenouillement	aZnuj°m@	agenouillement	NOM	m	s	
agent	aZ@	agent	NOM	m	s	
agente	aZ@t	agent	NOM	f	s	
agents	aZ@	agent	NOM	m	p	
ages	aZ	age	NOM	m	p	
âges	aZ	âge	NOM	m	p	
aggiornamento	aZjORnamEnto	aggiornamento	NOM	m	s	
agglo	aglo	agglo	NOM	m	s	
agglomérat	aglomeRa	agglomérat	NOM	m	s	
agglomération	aglomeRasj§	agglomération	NOM	f	s	
agglomérations	aglomeRasj§	agglomération	NOM	f	p	
aggloméré	aglomeRe	aggloméré	NOM	m	s	
agglomérés	aglomeRe	aggloméré	NOM	m	p	
agglutination	aglytinasj§	agglutination	NOM	f	s	
agglutinement	aglytin°m@	agglutinement	NOM	m	s	
agglutinogène	aglytinoZEn	agglutinogène	NOM	m	s	
aggravation	agRavasj§	aggravation	NOM	f	s	
aggrave	agRav	aggrave	NOM	f	s	
aggravée	agRave	aggravée	NOM	f	s	
aghas	aga	agha	NOM	m	p	
agilité	aZilite	agilité	NOM	f	s	
agilités	aZilite	agilité	NOM	f	p	
agios	aZjo	agio	NOM	m	p	
agioteur	aZjot9R	agioteur	NOM	m	s	
âgisme	aZism	âgisme	NOM	m	s	
agissement	aZis°m@	agissement	NOM	m	s	
agissements	aZis°m@	agissement	NOM	m	p	
agit-prop	aZitpROp	agit-prop	NOM	f		
agitateur	aZitat9R	agitateur	NOM	m	s	
agitateurs	aZitat9R	agitateur	NOM	m	p	
agitation	aZitasj§	agitation	NOM	f	s	
agitations	aZitasj§	agitation	NOM	f	p	
agitatrice	aZitatRis	agitateur	NOM	f	s	
agité	aZite	agité	NOM	m	s	
agitée	aZite	agité	NOM	f	s	
agitées	aZite	agité	NOM	f	p	
agités	aZite	agité	NOM	m	p	
agnat	aNa	agnat	NOM	m	s	
agnathes	aNat	agnathe	NOM	m	p	
agneau	aNo	agneau	NOM	m	s	
agneaux	aNo	agneau	NOM	m	p	
agnelage	aN2laZ	agnelage	NOM	m	s	
agnelet	aN2lE	agnelet	NOM	m	s	
agneline	aN2lin	agneline	NOM	f	s	
agnelle	aNEl	agnel	NOM	f	s	
agnelles	aNEl	agnel	NOM	f	p	
agnosie	agnozi	agnosie	NOM	f	s	
agnostique	agnostik	agnostique	NOM		s	
agnostiques	agnostik	agnostique	NOM		p	
agnus dei	agnusdei	agnus dei	NOM	m		
agnus-dei	agnusdei	agnus-dei	NOM	m		
agonie	agoni	agonie	NOM	f	s	
agonies	agoni	agonie	NOM	f	p	
agonique	agonik	agonique	NOM		s	
agoniques	agonik	agonique	NOM		p	
agonisant	agoniz@	agonisant	NOM	m	s	
agonisante	agoniz@t	agonisant	NOM	f	s	
agonisantes	agoniz@t	agonisant	NOM	f	p	
agonisants	agoniz@	agonisant	NOM	m	p	
agora	agoRa	agora	NOM	f	s	
agoraphobe	agoRafOb	agoraphobe	NOM		s	
agoraphobes	agoRafOb	agoraphobe	NOM		p	
agoraphobie	agoRafobi	agoraphobie	NOM	f	s	
agouti	aguti	agouti	NOM	m	s	
agoutis	aguti	agouti	NOM	m	p	
agoyate	agojat	agoyate	NOM	m	s	
agoyates	agojat	agoyate	NOM	m	p	
agrafage	agRafaZ	agrafage	NOM	m	s	
agrafe	agRaf	agrafe	NOM	f	s	
agrafes	agRaf	agrafe	NOM	f	p	
agrafeur	agRaf9R	agrafeur	NOM	m	s	
agrafeuse	agRaf2z	agrafeuse	NOM	f	s	
agrafeuses	agRaf2z	agrafeuse	NOM	f	p	
agrainage	agREnaZ	agrainage	NOM	m	s	
agrandissement	agR@dis°m@	agrandissement	NOM	m	s	
agrandissements	agR@dis°m@	agrandissement	NOM	m	p	
agrandisseur	agR@dis9R	agrandisseur	NOM	m	s	
agrandisseurs	agR@dis9R	agrandisseur	NOM	m	p	
agranulocytose	agRanylositoz	agranulocytose	NOM	f	s	
agréable	agReabl	agréable	NOM	m	s	
agréables	agReabl	agréable	NOM	m	p	
agréé	agRee	agréé	NOM	m	s	
agrég	agReg	agrég	NOM	f	s	
agrégat	agRega	agrégat	NOM	m	s	
agrégatif	agRegatif	agrégatif	NOM	m	s	
agrégatifs	agRegatif	agrégatif	NOM	m	p	
agrégation	agRegasj§	agrégation	NOM	f	s	
agrégative	agRegativ	agrégative	NOM	f	s	
agrégats	agRega	agrégat	NOM	m	p	
agrégé	agReZe	agrégé	NOM	m	s	
agrégée	agReZe	agrégé	NOM	f	s	
agrégées	agReZe	agrégé	NOM	f	p	
agrégés	agReZe	agrégé	NOM	m	p	
agrément	agRem@	agrément	NOM	m	s	
agréments	agRem@	agrément	NOM	m	p	
agrès	agRE	agrès	NOM	m		
agresseur	agREs9R	agresseur	NOM	m	s	
agresseurs	agRes9R	agresseur	NOM	m	p	
agression	agREsj§	agression	NOM	f	s	
agressions	agResj§	agression	NOM	f	p	
agressivité	agResivite	agressivité	NOM	f	s	
agressivités	agResivite	agressivité	NOM	f	p	
agriculteur	agRikylt9R	agriculteur	NOM	m	s	
agriculteurs	agRikylt9R	agriculteur	NOM	m	p	
agricultrice	agRikyltRis	agriculteur	NOM	f	s	
agricultrices	agRikyltRis	agriculteur	NOM	f	p	
agriculture	agRikyltyR	agriculture	NOM	f	s	
agrippement	agRip°m@	agrippement	NOM	m	s	
agro	agRo	agro	NOM		s	
agroalimentaire	agRoalim@tER	agroalimentaire	NOM	m	s	
agronome	agRonom	agronome	NOM		s	
agronomes	agRonom	agronome	NOM		p	
agronomie	agRonomi	agronomie	NOM	f	s	
agrovilles	agRovij	agroville	NOM	f	p	
agrume	agRym	agrume	NOM	m	s	
agrumes	agRym	agrume	NOM	m	p	
aguardiente	agwaRdjEnte	aguardiente	NOM	f	s	
aguichage	agiSaZ	aguichage	NOM	m	s	
aguiche	agiS	aguiche	NOM	f	s	
aguicheuse	agiS2z	aguicheur	NOM	f	s	
ahan	a@	ahan	NOM	m	s	
ahanement	aan°m@	ahanement	NOM	m	s	
ahanements	aan°m@	ahanement	NOM	m	p	
ahans	a@	ahan	NOM	m	p	
ahuri	ayRi	ahuri	NOM	m	s	
ahurie	ayRi	ahuri	NOM	f	s	
ahuris	ayRi	ahuri	NOM	m	p	
ahurissement	ayRis°m@	ahurissement	NOM	m	s	
ahurissements	ayRis°m@	ahurissement	NOM	m	p	
aï	ai	aï	NOM	m	s	
aïd	aid	aïd	NOM	m		
aide	Ed	aide	NOM		s	
aide-bourreau	EdbuRo	aide-bourreau	NOM		s	
aide-comptable	Edk§tabl	aide-comptable	NOM	m	s	
aide-cuisinier	Edk8izinje	aide-cuisinier	NOM	m	s	
aide-infirmier	Ed5fiRmje	aide-infirmier	NOM		s	
aide-jardinier	EdZaRdinje	aide-jardinier	NOM	m	s	
aide-major	EdmaZOR	aide-major	NOM	m		
aide-mémoire	EdmemwaR	aide-mémoire	NOM	m		
aide-ménagère	EdmenaZER	aide-ménagère	NOM	f	s	
aide-pharmacien	EdfaRmasj5	aide-pharmacien	NOM		s	
aide-soignant	EdswaN@	aide-soignant	NOM	m	s	
aide-soignante	EdswaN@t	aide-soignant	NOM	f	s	
aides	Ed	aide	NOM		p	
aides-soignantes	EdswaN@t	aide-soignant	NOM	f	p	
aides-soignants	EdswaN@	aide-soignant	NOM	m	p	
aïeul	aj9l	aïeul	NOM	m	s	
aïeule	aj9l	aïeul	NOM	f	s	
aïeules	aj9l	aïeul	NOM	f	p	
aïeuls	aj9l	aïeul	NOM	m	p	
aïeux	aj2	aïeul	NOM	m	p	
aigle	Egl	aigle	NOM		s	
aiglefin	Egl°f5	aiglefin	NOM	m	s	
aigles	Egl	aigle	NOM		p	
aiglon	Egl§	aiglon	NOM	m	s	
aiglons	Egl§	aiglon	NOM	m	p	
aigre	EgR	aigre	NOM	m	s	
aigres	EgR	aigre	NOM	m	p	
aigrette	EgREt	aigrette	NOM	f	s	
aigrettes	EgREt	aigrette	NOM	f	p	
aigreur	EgR9R	aigreur	NOM	f	s	
aigreurs	EgR9R	aigreur	NOM	f	p	
aigri	egRi	aigri	NOM	m	s	
aigrie	egRi	aigri	NOM	f	s	
aigris	egRi	aigri	NOM	m	p	
aigu	egy	aigu	NOM	m	s	
aiguade	Egad	aiguade	NOM	f	s	
aiguail	Egaj	aiguail	NOM	m	s	
aigue-marine	EgmaRin	aigue-marine	NOM	f	s	
aigues-marines	EgmaRin	aigue-marine	NOM	f	p	
aiguière	EgjER	aiguière	NOM	f	s	
aiguillage	eg8ijaZ	aiguillage	NOM	m	s	
aiguillages	eg8ijaZ	aiguillage	NOM	m	p	
aiguillat	eg8ija	aiguillat	NOM	m	s	
aiguille	eg8ij	aiguille	NOM	f	s	
aiguillée	eg8ije	aiguillée	NOM	f	s	
aiguillées	eg8ije	aiguillée	NOM	f	p	
aiguilles	eg8ij	aiguille	NOM	f	p	
aiguillettes	eg8ijEt	aiguillette	NOM	f	p	
aiguilleur	eg8ij9R	aiguilleur	NOM	m	s	
aiguilleurs	eg8ij9R	aiguilleur	NOM	m	p	
aiguillon	eg8ij§	aiguillon	NOM	m	s	
aiguillons	eg8ij§	aiguillon	NOM	m	p	
aiguiseur	egiz9R	aiguiseur	NOM	m	s	
aiguisoir	egizwaR	aiguisoir	NOM	m	s	
aigus	egy	aigu	NOM	m	p	
aïkido	ajkido	aïkido	NOM	m	s	
ail	aj	ail	NOM	m	s	
aile	El	aile	NOM	f	s	
aileron	El°R§	aileron	NOM	m	s	
ailerons	El°R§	aileron	NOM	m	p	
ailes	El	aile	NOM	f	p	
ailette	ElEt	ailette	NOM	f	s	
ailettes	ElEt	ailette	NOM	f	p	
ailier	elje	ailier	NOM	m	s	
ailiers	elje	ailier	NOM	m	p	
aimant	Em@	aimant	NOM	m	s	
aimantation	Em@tasj§	aimantation	NOM	f	s	
aimants	Em@	aimant	NOM	m	p	
aimeuse	Em2z	aimeur	NOM	f	s	
aine	En	aine	NOM	f	s	
aine	En	ain	NOM	f	s	
aîné	ene	aîné	NOM	m	s	
aînée	ene	aîné	NOM	f	s	
aînées	ene	aîné	NOM	f	p	
aînés	ene	aîné	NOM	m	p	
aines	En	aine	NOM	f	p	
aînesse	EnEs	aînesse	NOM	f	s	
aïoli	ajoli	aïoli	NOM	m	s	
air	ER	air	NOM	m	s	
air bag	ERbag	air bag	NOM	m	s	
airain	ER5	airain	NOM	m	s	
airbag	ERbag	airbag	NOM	m	s	
airbags	ERba	airbag	NOM	m	p	
airbus	ERbys	airbus	NOM	m		
aire	ER	aire	NOM	f	s	
airedale	ERdEl	airedale	NOM	m	s	
airelle	EREl	airelle	NOM	f	s	
airelles	EREl	airelle	NOM	f	p	
aires	ER	aire	NOM	f	p	
airs	ER	air	NOM	m	p	
ais	e	ais	NOM	m		
aisance	Ez@s	aisance	NOM	f	s	
aisances	Ez@s	aisance	NOM	f	p	
aise	Ez	aise	NOM	f	s	
aises	Ez	aise	NOM	f	p	
aisseau	Eso	aisseau	NOM	m	s	
aisselle	EsEl	aisselle	NOM	f	s	
aisselles	EsEl	aisselle	NOM	f	p	
aître	EtR	aître	NOM	m	s	
aîtres	EtR	aître	NOM	m	p	
aixois	Ekswa	aixois	NOM	m		
ajaccienne	aZaksjEn	ajaccienne	NOM	f	s	
ajax	aZaks	ajax	NOM	m	s	
ajonc	aZ§	ajonc	NOM	m	s	
ajoncs	aZ§	ajonc	NOM	m	p	
ajournement	aZuRn°m@	ajournement	NOM	m	s	
ajournements	aZuRn°m@	ajournement	NOM	m	p	
ajours	aZuR	ajour	NOM	m	p	
ajout	aZu	ajout	NOM	m	s	
ajoute	aZut	ajoute	NOM	f	s	
ajouté	aZute	ajouté	NOM	m	s	
ajoutés	aZute	ajouté	NOM	m	p	
ajoutes	aZut	ajoute	NOM	f	p	
ajouts	aZu	ajout	NOM	m	p	
ajustage	aZystaZ	ajustage	NOM	m	s	
ajustement	aZyst°m@	ajustement	NOM	m	s	
ajustements	aZyst°m@	ajustement	NOM	m	p	
ajusteur	aZyst9R	ajusteur	NOM	m	s	
ajusteurs	aZyst9R	ajusteur	NOM	m	p	
ajusture	aZystyR	ajusture	NOM	f	s	
ajutage	aZytaZ	ajutage	NOM	m	s	
akkadien	akadj5	akkadien	NOM	m	s	
ako	ako	ako	NOM	m	s	
akvavit	akvavit	akvavit	NOM	m	s	
alabandines	alab@din	alabandine	NOM	f	p	
alacrité	alakRite	alacrité	NOM	f	s	
alain	al5	alain	NOM		s	
alaise	alEz	alaise	NOM	f	s	
alambic	al@bik	alambic	NOM	m	s	
alambics	al@bik	alambic	NOM	m	p	
alanguissement	al@gis°m@	alanguissement	NOM	m	s	
alanguissements	al@gis°m@	alanguissement	NOM	m	p	
alarme	alaRm	alarme	NOM	f	s	
alarmes	alaRm	alarme	NOM	f	p	
alarmisme	alaRmizm	alarmisme	NOM	m	s	
alarmiste	alaRmist	alarmiste	NOM		s	
alarmistes	alaRmist	alarmiste	NOM		p	
alba	alba	alba	NOM	f	s	
albacore	albakOR	albacore	NOM	m	s	
albanais	albanE	albanais	NOM	m		
albanaise	albanEz	albanais	NOM	f	s	
albâtre	albatR	albâtre	NOM	m	s	
albâtres	albatR	albâtre	NOM	m	p	
albatros	albatRos	albatros	NOM	m		
albe	alb	albe	NOM	m	s	
albène	albEn	albène	NOM	m	s	
albertine	albERtin	albertine	NOM	f	s	
albigeois	albiZwa	albigeois	NOM	m		
albinisme	albinism	albinisme	NOM	m	s	
alboche	albOS	alboche	NOM		s	
albugo	albygo	albugo	NOM	m	s	
album	albOm	album	NOM	m	s	
albumine	albymin	albumine	NOM	f	s	
albumines	albymin	albumine	NOM	f	p	
albums	albOm	album	NOM	m	p	
alcade	alkad	alcade	NOM	m	s	
alcalde	alkald	alcalde	NOM	m	s	
alcali	alkali	alcali	NOM	m	s	
alcalinité	alkalinite	alcalinité	NOM	f	s	
alcalis	alkali	alcali	NOM	m	p	
alcaloïde	alkalOid	alcaloïde	NOM	m	s	
alcalose	alkaloz	alcalose	NOM	f	s	
alcatraz	alkatRaz	alcatraz	NOM	m		
alcazar	alkazaR	alcazar	NOM	m	s	
alcées	alse	alcée	NOM	f	p	
alchimie	alSimi	alchimie	NOM	f	s	
alchimies	alSimi	alchimie	NOM	f	p	
alchimiste	alSimist	alchimiste	NOM		s	
alchimistes	alSimist	alchimiste	NOM		p	
alcibiade	alsibjad	alcibiade	NOM	m	s	
alcool	alkOl	alcool	NOM	m	s	
alcoolémie	alkolemi	alcoolémie	NOM	f	s	
alcoolique	alkolik	alcoolique	NOM		s	
alcooliques	alkolik	alcoolique	NOM		p	
alcoolisme	alkolizm	alcoolisme	NOM	m	s	
alcoolo	alkolo	alcoolo	NOM		s	
alcoolos	alkolo	alcoolo	NOM		p	
alcools	alkOl	alcool	NOM	m	p	
alcoomètre	alkomEtR	alcoomètre	NOM	m	s	
alcootest	alkotEst	alcootest	NOM	m	s	
alcoran	alkoR@	alcoran	NOM	m	s	
alcôve	alkov	alcôve	NOM	f	s	
alcôves	alkov	alcôve	NOM	f	p	
alcyon	alsj§	alcyon	NOM	m	s	
alcyons	alsj§	alcyon	NOM	m	p	
alde	ald	alde	NOM	m	s	
aldéhyde	aldeid	aldéhyde	NOM	m	s	
alderman	aldERman	alderman	NOM	m	s	
aldol	aldOl	aldol	NOM	m	s	
ale	al	ale	NOM	f	s	
aléa	alea	aléa	NOM	m	s	
aléas	alea	aléa	NOM	m	p	
alène	alEn	alène	NOM	f	s	
alentours	al@tuR	alentour	NOM	m	p	
aleph	alEf	aleph	NOM	m		
alerte	alERt	alerte	NOM	f	s	
alertes	alERt	alerte	NOM	f	p	
alèse	alEz	alèse	NOM	f	s	
alevin	al°v5	alevin	NOM	m	s	
alevins	al°v5	alevin	NOM	m	p	
alexandra	alEks@dRa	alexandra	NOM	m	s	
alexandrin	alEks@dR5	alexandrin	NOM	m	s	
alexandrins	alEks@dR5	alexandrin	NOM	m	p	
alexie	alEksi	alexie	NOM	f	s	
alexithymie	alEksitimi	alexithymie	NOM	m	s	
alezan	al°z@	alezan	NOM	m	s	
alezans	al°z@	alezan	NOM	m	p	
alèze	alEz	alèze	NOM	f	s	
alfa	alfa	alfa	NOM	m	s	
alfas	alfa	alfa	NOM	m	p	
alfénides	alfenid	alfénide	NOM	m	p	
algarade	algaRad	algarade	NOM	f	s	
algarades	algaRad	algarade	NOM	f	p	
algèbre	alZEbR	algèbre	NOM	f	s	
algébriste	alZebRist	algébriste	NOM		s	
algébristes	alZebRist	algébriste	NOM		p	
algérien	alZeRj5	algérien	NOM	m	s	
algérienne	alZeRjEn	algérien	NOM	f	s	
algériennes	alZeRjEn	algérien	NOM	f	p	
algériens	alZeRj5	algérien	NOM	m	p	
algie	alZi	algie	NOM	f	s	
algonquin	alg§k5	algonquin	NOM	m	s	
algonquines	alg§kin	algonquin	NOM	f	p	
algorithme	algoRitm	algorithme	NOM	m	s	
algorithmes	algoRitm	algorithme	NOM	m	p	
algue	alg	algue	NOM	f	s	
algues	alg	algue	NOM	f	p	
alhambra	al@bRa	alhambra	NOM	f	s	
alibi	alibi	alibi	NOM	m	s	
alibis	alibi	alibi	NOM	m	p	
alidade	alidad	alidade	NOM	f	s	
aliénation	aljenasj§	aliénation	NOM	f	s	
aliéné	aljene	aliéné	NOM	m	s	
aliénée	aljene	aliéné	NOM	f	s	
aliénés	aljene	aliéné	NOM	m	p	
aliéniste	aljenist	aliéniste	NOM		s	
alignement	aliN°m@	alignement	NOM	m	s	
alignements	aliN°m@	alignement	NOM	m	p	
aligot	aligo	aligot	NOM	m	s	
aligoté	aligote	aligoté	NOM	m	s	
alim	alim	alim	NOM	f	s	
aliment	alim@	aliment	NOM	m	s	
alimentation	alim@tasj§	alimentation	NOM	f	s	
alimentations	alim@tasj§	alimentation	NOM	f	p	
