Rang;Type de document;Prêts;Titre;Auteur;Nombre de localisations;Nombre de prêt total;Nombre de prêts 2017;Nombre d'exemplaires
738.0;Bande dessinée jeunesse;362;Relax !;Corbeyran;48;2368;523;53
732.0;Livre jeunesse;363;Papa aime;Le Saux, Alain;36;2022;419;65
745.0;DVD jeunesse;360;Le conte de la princesse Kaguya;;37;1626;375;46
744.0;DVD jeunesse;360;Matilda;;44;3202;460;52
465.0;Livre pour adulte;436;L'année du Lion : les mémoires de Nicolas Storm sur l'enquête de l'assassinat de son père : roman;Meyer, Deon;49;466;21;49
464.0;Bande dessinée jeunesse;437;Le retour de la momie qui pue qui tue;Midam;41;3361;580;53
474.0;Bande dessinée jeunesse;434;Game over. 7. Only for your eyes;Adam;40;2453;579;48
480.0;Bande dessinée jeunesse;431;Les cigares du pharaon;Hergé;47;5744;648;80
502.0;Bande dessinée jeunesse;424;Naruto. 72;Kishimoto, Masashi;49;1041;559;61
467.0;Livre jeunesse;436;Joyeux anniversaire !;Nakagawa, Chihiro;49;2443;467;90
489.0;Bande dessinée jeunesse;428;Les p'tits schtroumpfs;Peyo;34;4492;586;54
500.0;Livre pour adulte;425;Soumission;Houellebecq, Michel;45;2943;628;62
463.0;Bande dessinée jeunesse;438;Walking blork;Midam;37;2689;543;46
483.0;Bande dessinée jeunesse;429;Hors sujet;Erroc;35;1005;487;42
753.0;Bande dessinée jeunesse;358;One Piece : édition originale. 83. Charlotte Linlin;Oda, Eiichirō;40;487;113;49
770.0;Livre jeunesse;356;La famille Souris prépare le nouvel an;Iwamura, Kazuo;49;4845;506;69
759.0;Bande dessinée jeunesse;358;Un bazar monstre. 3;Didier, Anne;35;2496;512;39
730.0;Bande dessinée jeunesse;363;Naruto. 13;Kishimoto, Masashi;46;3680;458;55
772.0;Bande dessinée jeunesse;355;Fairy Tail. 51;Mashima, Hiro;44;1322;574;50
740.0;DVD jeunesse;361;Kirikou et la sorcière;Ocelot, Michel;44;2434;411;58
779.0;Bande dessinée jeunesse;354;Le mangeur d'étoiles;Derib;43;2828;412;53
766.0;Bande dessinée pour adulte;357;Bonny and Pierrot;Lupano;51;2137;430;51
551.0;Bande dessinée pour adulte;406;Culottées : des femmes qui ne font que ce qu'elles veulent. 1;Bagieu, Pénélope;51;1283;671;53
506.0;Bande dessinée jeunesse;423;La rose écarlate. 11. Peux-tu comprendre cela ?;Lyfoung, Patricia;46;1714;559;58
523.0;Bande dessinée jeunesse;416;Le spectre de la Bastille. 2;Lyfoung, Patricia;47;2984;675;56
550.0;Bande dessinée jeunesse;407;L'étrange réveil du Schtroumpf paresseux;Peyo;29;3102;467;38
531.0;Bande dessinée jeunesse;412;Vole-mouton;Abouet, Marguerite;47;3226;557;62
548.0;Bande dessinée jeunesse;407;Fairy Tail. 58;Mashima, Hiro;46;514;94;50
527.0;DVD jeunesse;414;Ponyo sur la falaise;Miyazaki, Hayao;34;3888;585;54
512.0;Bande dessinée jeunesse;422;Oh, le salaud !;Zidrou;46;3888;576;63
540.0;Livre pour adulte;409;Tenebra Roma;Carrisi, Donato;44;436;22;44
521.0;Jeux Vidéos tous publics;417;Tablette Ipad : Parascolaire;;3;707;266;7
623.0;Bande dessinée jeunesse;388;Akissi. 2. Super-héros en plâtre;Abouet, Marguerite;49;3630;534;64
641.0;Bande dessinée jeunesse;383;Le loto des nombrils;Guibert, Emmanuel;43;3935;508;57
625.0;Bande dessinée jeunesse;387;Le fortiche de la triche;Godi, Bernard;36;3208;490;46
635.0;Bande dessinée jeunesse;385;Le bouclier arverne;Goscinny, René;37;3723;519;53
647.0;Livre pour adulte;381;La dernière des Stanfield;Lévy, Marc;48;804;376;55
629.0;Bande dessinée jeunesse;386;Naruto. 70;Kishimoto, Masashi;47;1423;582;57
645.0;Bande dessinée jeunesse;382;Superstars;Cohen, Jacqueline;25;4604;521;44
656.0;Bande dessinée jeunesse;380;Salade de schtroumpfs;Peyo;32;2746;446;39
673.0;Bande dessinée jeunesse;374;Rentrée des artistes;Pica;28;3279;503;40
638.0;Bande dessinée jeunesse;384;J'ai gagné !;Laudec;43;4685;492;57
788.0;Bande dessinée jeunesse;351;Le petit Spirou. 15. Tiens-toi droit !;Tome;48;4409;480;59
781.0;Livre pour adulte;353;Le dompteur de lions;Läckberg, Camilla;50;1544;571;57
806.0;Bande dessinée jeunesse;348;Gargamel et les Schtroumpfs;Peyo;34;2919;510;39
792.0;Bande dessinée jeunesse;350;Fairy Tail. 48;Mashima, Hiro;47;1480;557;51
804.0;Bande dessinée jeunesse;348;Le bal d'hiver;Algésiras;46;3523;460;48
796.0;Livre jeunesse;349;Le tracteur;Valat, Pierre-Marie;42;1650;422;54
790.0;Livre jeunesse;351;Pas de bol !;Kinney, Jeff;46;1148;325;57
800.0;DVD jeunesse;349;L'âge de glace;;44;3822;434;57
693.0;Livre pour adulte;370;Tous ces chemins que nous n'avons pas pris;Boyd, William;33;392;18;33
677.0;Bande dessinée jeunesse;374;La reine du collège;Tessier, Grégory;36;2366;468;45
691.0;Bande dessinée jeunesse;370;L'espoir fait vivre;Dequier, Bruno;40;1241;470;48
710.0;Bande dessinée jeunesse;366;Ça sent les vacances !;Zidrou;31;2346;423;38
680.0;Bande dessinée jeunesse;372;Fairy Tail. 53;Mashima, Hiro;46;1154;675;51
683.0;Livre jeunesse;372;Le géant de Zéralda;Ungerer, Tomi;48;3865;444;98
720.0;Bande dessinée jeunesse;364;In-cu-ra-ble !;Zidrou;34;1469;460;40
694.0;Bande dessinée jeunesse;370;L'aéroschtroumpf;Peyo;26;3096;489;38
695.0;Bande dessinée jeunesse;370;Confisqués !;Zidrou;33;2731;498;40
676.0;DVD jeunesse;374;La Colline aux coquelicots;;36;3172;452;49
449.0;Bande dessinée jeunesse;444;Tom-Tom le roi de la tambouille;Cohen, Jacqueline;30;3354;616;55
425.0;Bande dessinée jeunesse;454;Entre les deux, mon coeur balance...;Darasse;48;2452;676;59
457.0;Bande dessinée jeunesse;441;Toujours plus fort !;Cohen, Jacqueline;29;5389;546;55
426.0;Bande dessinée jeunesse;452;Les goûts et les couleurs;Nob;41;801;301;44
428.0;Bande dessinée jeunesse;451;Titeuf. 13. A la folie !;Zep;40;3121;549;69
456.0;Livre pour adulte;441;Les rêveurs : roman;Carré, Isabelle;46;454;0;49
455.0;Bande dessinée jeunesse;442;Faux départ !;Cauvin, Raoul;49;3005;627;58
462.0;Bande dessinée jeunesse;438;Full métal casquette;Midam;40;4114;649;57
435.0;Bande dessinée jeunesse;449;Yes, I can !;Patelin;39;2263;546;48
442.0;Livre jeunesse;447;Zéro réseau;Kinney, Jeff;49;974;445;57
818.0;Livre jeunesse;345;Et le soir quand la nuit tombe...;Crausaz, Anne;53;1667;451;66
820.0;Bande dessinée jeunesse;345;Le cimetière des autobus;Neel, Julien;33;3325;540;48
809.0;Livre pour adulte;347;Pactum salis;Bourdeaut, Olivier;47;356;0;51
814.0;Livre pour adulte;346;Intimidation;Coben, Harlan;40;1204;667;43
609.0;Bande dessinée jeunesse;392;Môssieur Susupe et môssieur Krokro;Guibert, Emmanuel;46;3136;569;57
597.0;DVD jeunesse;395;Harry Potter et le Prince de sang-mêlé;Yates, David;39;3367;549;57
601.0;Bande dessinée jeunesse;394;Chi, une vie de chat. 5;Konami, K.;50;3568;558;57
602.0;Bande dessinée jeunesse;394;Yakari et la tueuse des mers;Job;47;2578;524;52
633.0;Bande dessinée jeunesse;386;Naruto. 5;Kishimoto, Masashi;45;4123;541;59
598.0;Livre pour adulte;394;Dans l'ombre;Arnaldur Indriđason;49;1059;566;53
624.0;Livre jeunesse;388;La toute petite dame;Barton, Byron;46;2743;488;111
608.0;Bande dessinée jeunesse;392;Rythme scolaire;Pica;28;3611;450;41
628.0;Livre jeunesse;387;Un peu perdu;Haughton, Chris;48;2979;450;92
610.0;DVD jeunesse;391;Shaun le mouton;;45;1946;584;58
589.0;Bande dessinée jeunesse;396;La Rose écarlate : missions. 3. La dame en rouge;Lyfoung, Patricia;41;1410;463;51
590.0;Bande dessinée jeunesse;396;Un prince à croquer. 4. Dessert;Lyfoung, Patricia;45;1225;624;53
591.0;Bande dessinée jeunesse;396;Bill est un gros rapporteur !;Cazenove, Christophe;45;948;470;51
580.0;Livre jeunesse;398;La famille Souris et la mare aux libellules;Iwamura, Kazuo;44;5506;457;64
593.0;Bande dessinée jeunesse;396;Un amour de cocker;Verron, Laurent;50;3618;588;64
585.0;Livre jeunesse;397;Le livre de la nuit;Berner, Rotraut Susanne;49;3065;448;94
574.0;Bande dessinée jeunesse;399;Frémissements;Horikoshi, Kohei;46;839;374;49
594.0;Bande dessinée jeunesse;395;La terre promise;Jul;48;1058;555;62
584.0;Bande dessinée jeunesse;397;Gouzi gouzi gouzi;Midam;38;2824;570;46
582.0;DVD jeunesse;397;Paddington;;44;1947;537;51
567.0;Bande dessinée jeunesse;402;Un prince à croquer. 1. Entrée;Lyfoung, Patricia;45;2606;563;58
542.0;Bande dessinée jeunesse;409;Boule et Bill. 33. A l'abordage !!;Verron, Laurent;46;4227;608;57
518.0;DVD jeunesse;420;[Images animées] : Les trois brigands;Freitag, Hayo;43;3579;503;61
525.0;Bande dessinée jeunesse;414;Le Roi des cancres;Godi, Bernard;36;2830;537;45
570.0;Bande dessinée jeunesse;400;Fairy tail. 54;Mashima, Hiro;47;973;495;52
573.0;Bande dessinée jeunesse;400;Ma première fois !;Darasse;47;3117;586;59
517.0;Bande dessinée jeunesse;420;Enfin seuls !;Cauvin, Raoul;43;4702;527;59
568.0;Livre jeunesse;401;Noir sur blanc;Hoban, Tana;52;3877;560;156
526.0;DVD jeunesse;414;Ratatouille;Bird, Brad;40;4044;582;61
561.0;DVD jeunesse;403;Tous en scène;;36;687;244;44
664.0;Bande dessinée jeunesse;376;Astérix et la rentrée gauloise : Goscinny et Uderzo;Goscinny, René;34;3495;489;45
650.0;Livre jeunesse;381;Harry Potter à l'école des sorciers;Rowling, Joanne Kathleen;43;2128;478;71
665.0;Bande dessinée jeunesse;376;Akissi. 1. Attaque de chats;Abouet, Marguerite;46;3374;501;63
636.0;Livre jeunesse;385;Max a la passion du foot;Saint-Mars, Dominique de;28;1645;483;55
672.0;Bande dessinée jeunesse;374;Nelson. 16. Déplorable surprise;Bertschy;43;1469;583;45
644.0;Bande dessinée jeunesse;382;Chat va bien !;Mr Tan;35;559;149;39
674.0;Livre jeunesse;374;Bloub bloub bloub;Kasano, Yuichi;41;3214;467;89
706.0;Livre pour adulte;367;Le tour du monde du roi Zibeline;Rufin, Jean-Christophe;51;928;477;54
687.0;Livre pour adulte;371;Une femme entre deux mondes;Carrère d'Encausse, Marina;37;465;89;37
711.0;Bande dessinée jeunesse;366;Les secrets de l'univers;Guibert, Emmanuel;44;3767;492;55
678.0;Bande dessinée jeunesse;373;Le cimetière des autobus;Neel, Julien;34;3896;565;51
697.0;Bande dessinée jeunesse;369;Naruto. 27;Kishimoto, Masashi;43;3175;437;58
709.0;Bande dessinée jeunesse;366;Fairy Tail. 52;Mashima, Hiro;46;1097;628;52
705.0;Bande dessinée jeunesse;368;Le bal d'été;Algésiras;48;2873;476;52
714.0;Livre pour adulte;365;Me voici;Foer, Jonathan Safran;46;505;117;47
685.0;Livre jeunesse;372;La voiture;Valat, Pierre-Marie;38;2076;419;58
773.0;Bande dessinée jeunesse;355;One Piece : édition originale. 82. Un monde en pleine agitation;Oda, Eiichirō;46;643;254;52
725.0;Bande dessinée jeunesse;364;Emile et Margot. 2. Monstrueuses bêtises !;Didier, Anne;36;2540;451;38
768.0;Bande dessinée pour adulte;356;Dans la combi de Thomas Pesquet;Montaigne, Marion;47;370;1;49
723.0;Bande dessinée jeunesse;364;Astérix chez les Bretons;Goscinny, René;31;2486;395;44
741.0;Bande dessinée jeunesse;360;Les Schtroumpfs en vacances;Peyo;33;917;461;37
789.0;Bande dessinée jeunesse;351;Personne en vue !;Didier, Anne;27;1721;398;32
780.0;Bande dessinée jeunesse;354;Naruto. 62;Kishimoto, Masashi;46;2193;530;53
724.0;Bande dessinée jeunesse;364;Fairy Tail. 3;Mashima, Hiro;43;3150;463;51
783.0;Livre jeunesse;353;Tu nous emmènes ?;Kasano, Yuichi;52;1633;445;73
761.0;Bande dessinée jeunesse;357;A la folie;Corbeyran;47;1677;512;50
791.0;Bande dessinée jeunesse;350;Schtroumpf le héros;Jost, Alain;34;1461;421;37
811.0;Livre pour adulte;347;La punition : récit;Ben Jelloun, Tahar;43;359;0;44
825.0;Bande dessinée jeunesse;344;Elle est moche !;Cauvin, Raoul;41;3291;457;52
815.0;Livre pour adulte;346;Selfies;Adler-Olsen, Jussi;46;782;353;48
135.0;Livre jeunesse;688;Max est dans la lune;Saint-Mars, Dominique de;37;5335;758;76
98.0;Bande dessinée jeunesse;737;Griffes et plumes;Sobral, Patrick;52;5041;924;90
116.0;Livre jeunesse;718;Lili est malpolie;Saint-Mars, Dominique de;40;4727;805;77
492.0;Bande dessinée jeunesse;427;My hero academia. 2. Déchaîne-toi, maudit nerd !;Horikoshi, Kohei;45;1142;555;54
479.0;Bande dessinée pour adulte;431;Les cahiers d'Esther : histoire de mes 10 ans;Sattouf, Riad;55;1969;688;61
473.0;Bande dessinée jeunesse;434;Les Schtroumpfs et l'arbre d'or;Culliford, Thierry;35;4598;629;50
494.0;Bande dessinée jeunesse;426;Faux départ;Abouet, Marguerite;48;1010;501;62
468.0;Bande dessinée jeunesse;436;Quelle famille d'enfer !;Darasse;47;3736;696;61
485.0;Livre jeunesse;429;Carrément claustro;Kinney, Jeff;49;2899;538;62
484.0;Bande dessinée jeunesse;429;Tintin au Congo;Hergé;50;5923;631;83
487.0;Bande dessinée jeunesse;428;Premier service;Nob;40;1349;606;45
490.0;Livre jeunesse;428;La tototte;Lindgren, Barbro;48;3685;523;103
495.0;Livre jeunesse;425;Mon papa;Browne, Anthony;50;3134;525;128
356.0;Bande dessinée pour adulte;487;Une jeunesse au Moyen-Orient : 1985-1987;Sattouf, Riad;53;1773;1007;67
352.0;Bande dessinée jeunesse;489;Astérix chez les Helvètes;Goscinny, René;36;4243;591;61
387.0;Bande dessinée jeunesse;470;Le schtroumpf reporter;Parthoens, Luc;35;5680;658;57
345.0;Livre pour adulte;492;Une fois dans ma vie;Legardinier, Gilles;46;636;131;49
346.0;Bande dessinée jeunesse;492;Astérix légionnaire;Goscinny, René;40;3687;625;64
371.0;Bande dessinée jeunesse;476;L'as des pitres;Coppée, Thierry;37;3813;583;52
359.0;Bande dessinée jeunesse;486;A la folie !;Darasse;50;4475;711;67
374.0;Bande dessinée jeunesse;475;L'île noire;Hergé;46;6043;623;80
390.0;Livre pour adulte;469;Petit pays;Faye, Gael;47;1730;889;62
375.0;DVD jeunesse;475;Ma vie de courgette;;51;995;455;57
461.0;Livre pour adulte;438;Le prince de Cochinchine : roman;Parot, Jean-François;40;477;38;42
437.0;Bande dessinée jeunesse;448;Astérix en Hispanie;Goscinny, René;38;3681;513;58
432.0;Bande dessinée jeunesse;450;Les cairns rouges;Vehlmann, Fabien;50;4670;724;69
452.0;Livre jeunesse;443;Max a une amoureuse;Saint-Mars, Dominique de;26;3714;629;54
436.0;Livre pour adulte;448;Au gré des jours;Héritier, Françoise;43;540;80;44
431.0;Bande dessinée jeunesse;450;Schtroumpf vert et vert schtroumpf;Peyo;36;4716;592;58
460.0;Bande dessinée jeunesse;438;Coke en stock;Hergé;51;5594;661;78
438.0;Bande dessinée jeunesse;448;Rodéo Blork;Midam;38;4171;593;56
440.0;DVD jeunesse;447;Les minions;;38;1754;585;52
441.0;DVD jeunesse;447;Rebelle;;42;3101;562;59
165.0;Livre jeunesse;647;Marlène grignote tout le temps;Saint-Mars, Dominique de;37;4518;813;73
149.0;Livre jeunesse;675;Lili ne veut pas se coucher;Saint-Mars, Dominique de;43;6528;802;86
148.0;Livre jeunesse;675;Max et Lili se sont perdus;Saint-Mars, Dominique de;40;7361;979;84
178.0;Bande dessinée jeunesse;633;Mortelle Adèle. 3. C'est pas ma faute !;Tan;45;3394;823;69
182.0;Bande dessinée jeunesse;628;Astérix et Latraviata;Uderzo, Albert;45;6390;738;73
158.0;Livre jeunesse;653;Max n'aime pas perdre;Saint-Mars, Dominique de;40;4996;751;72
161.0;Livre jeunesse;651;Alex est handicapé;Saint-Mars, Dominique de;43;6489;902;86
180.0;Bande dessinée jeunesse;629;A la pêche aux nouilles !;Mr Tan;44;886;216;66
183.0;Bande dessinée jeunesse;628;Le devin;Goscinny, René;51;8141;756;89
143.0;Bande dessinée jeunesse;679;Nadia se marie;Zep;50;5571;911;92
245.0;Bande dessinée jeunesse;566;Mortelle Adèle. 4. J'aime pas l'amour;Tan;43;2781;717;61
247.0;Bande dessinée jeunesse;563;J'irai où tu iras;Lyfoung, Patricia;49;5854;872;80
251.0;Bande dessinée jeunesse;558;Kid Paddle. 14. Serial player;Midam;53;3139;879;66
253.0;Bande dessinée jeunesse;555;Astérix gladiateur;Goscinny, René;44;5439;744;74
283.0;Bande dessinée jeunesse;527;Kid Paddle. 12. Panik room;Midam;47;4837;767;70
279.0;Bande dessinée jeunesse;528;L'odyssée d'Astérix;Uderzo, Albert;41;6098;684;70
281.0;Bande dessinée jeunesse;527;Vol 714 pour Sydney;Hergé;53;6562;727;89
272.0;Bande dessinée jeunesse;532;L'apprenti schtroumpf;Peyo;40;4865;640;61
255.0;Bande dessinée jeunesse;551;Barbecue royal;Midam;43;2861;749;55
277.0;DVD jeunesse;528;Vice-Versa;;46;2141;681;64
498.0;Bande dessinée jeunesse;425;Cédric. 26;Laudec;48;4505;594;64
535.0;Bande dessinée jeunesse;411;Sardine de l'espace. 13. Le mange-manga;Guibert, Emmanuel;50;2873;618;61
508.0;Livre sonore jeunesse;423;Coco et le tambour;Du Bouchet, Paule;41;2367;480;74
534.0;Bande dessinée jeunesse;411;Chi, une vie de chat. 3;Konami, K.;48;3544;565;60
511.0;Bande dessinée jeunesse;422;Histoires de schtroumpfs;Peyo;34;3666;519;48
522.0;Bande dessinée jeunesse;417;Fairy Tail. 57;Mashima, Hiro;46;724;271;52
503.0;DVD jeunesse;424;E.T. l'extra-terrestre;Spielberg, Steven;41;3543;498;53
505.0;Bande dessinée jeunesse;424;Game over. 6. Sound of silence;;37;2567;564;45
509.0;DVD jeunesse;423;Harry Potter et l'Ordre du Phénix;;38;3776;594;55
