Rang;Type de document;Prêts;Titre;Auteur;Nombre de localisations;Nombre de prêt total;Nombre de prêts 2017;Nombre d'exemplaires
10.0;Livre jeunesse;1020;Max et Lili ont du mal à se concentrer;Saint-Mars, Dominique de;48;1493;402;112
9.0;Livre jeunesse;1022;Max et Lili veulent être populaires;Saint-Mars, Dominique de;54;6732;1494;133
1.0;Livre jeunesse;1189;Max se trouve trop petit;Saint-Mars, Dominique de;53;3471;1799;135
104.0;Bande dessinée jeunesse;732;Les Légendaires. 18. La fin de l'histoire ?;Sobral, Patrick;52;2694;869;80
79.0;Livre jeunesse;763;Max et Lili aident les enfants du monde;Saint-Mars, Dominique de;44;7446;1019;95
60.0;Livre jeunesse;795;Le chien de Max et Lili est mort;Saint-Mars, Dominique de;45;7123;1087;90
84.0;Livre jeunesse;759;Lili fait sa commandante;Saint-Mars, Dominique de;46;6220;1026;95
66.0;Bande dessinée jeunesse;783;Ici Radio-casserole;Cohen, Jacqueline;44;6812;1114;93
80.0;Livre jeunesse;763;Max ne respecte rien;Saint-Mars, Dominique de;44;5756;986;86
82.0;Bande dessinée jeunesse;760;Aube et crépuscule;Sobral, Patrick;53;5838;1121;95
107.0;Bande dessinée jeunesse;730;L'exode de Kalandre;Sobral, Patrick;49;3981;1041;81
93.0;Livre pour adulte;746;L'ordre du jour : récit;Vuillard, Éric;50;1263;505;68
105.0;Bande dessinée jeunesse;732;Lou !. 7. La cabane;Neel, Julien;52;1857;976;80
11.0;Livre jeunesse;1019;Max et Lili ont peur des images violentes;Saint-Mars, Dominique de;51;4522;1407;119
46.0;Livre jeunesse;815;Max et Lili fêtent Noël en famille;Saint-Mars, Dominique de;48;6741;1122;99
44.0;Livre jeunesse;819;Lili trouve sa maîtresse méchante;Saint-Mars, Dominique de;43;6458;1110;92
17.0;Livre jeunesse;970;La copine de Lili n'a pas de papa;Saint-Mars, Dominique de;53;3748;1532;118
36.0;Livre jeunesse;840;Lili fait des cauchemars;Saint-Mars, Dominique de;47;7667;1153;97
29.0;Bande dessinée jeunesse;868;Les fous du mercredi;Cohen, Jacqueline;46;7647;1155;101
58.0;Livre jeunesse;797;Max aime les monstres;Saint-Mars, Dominique de;43;6500;1087;86
51.0;Bande dessinée jeunesse;805;La pierre de Jovénia;Sobral, Patrick;50;5751;1023;101
21.0;Bande dessinée jeunesse;936;Ben ça, alors !;Cohen, Jacqueline;48;8837;1329;122
20.0;Livre jeunesse;945;Max boude;Saint-Mars, Dominique de;53;8327;1424;131
120.0;Livre jeunesse;707;Le père de Max et Lili est au chômage;Saint-Mars, Dominique de;43;5617;839;85
111.0;Bande dessinée jeunesse;724;Ariol. 7. Le maître-chien;Guibert, Emmanuel;44;4866;915;77
108.0;Livre jeunesse;729;Max n'aime pas l'école;Saint-Mars, Dominique de;43;6697;957;101
136.0;Livre jeunesse;688;Lili a été suivie;Saint-Mars, Dominique de;49;7138;961;97
131.0;Livre jeunesse;694;Emilie a déménagé;Saint-Mars, Dominique de;41;6913;1009;86
109.0;Bande dessinée jeunesse;726;L'Alystory;Sobral, Patrick;51;5224;1021;85
127.0;Bande dessinée jeunesse;697;A fond le slip !;Zep;53;832;122;82
469.0;Bande dessinée pour adulte;435;L'Arabe du futur. 2. Une jeunesse au Moyen-Orient, 1984-1985;Sattouf, Riad;52;2494;716;61
454.0;Livre jeunesse;442;La vérité toute moche : grandir ou ne pas grandir, telle est la question !;Kinney, Jeff;50;3023;534;62
420.0;Livre pour adulte;455;Le charme discret de l'intestin : tout sur un organe mal aimé;Enders, Giulia;46;1974;647;66
402.0;Livre jeunesse;462;Grand-mère sucre et grand-père chocolat;Bigot, Gigi;51;3411;655;104
433.0;Livre pour adulte;450;Au revoir là-haut : roman;Lemaitre, Pierre;42;2969;437;60
434.0;Livre pour adulte;449;Minuit sur le canal San Boldo;Leon, Donna;44;630;168;44
453.0;Bande dessinée jeunesse;442;La lutte des classes;Godi, Bernard;36;4334;609;50
470.0;Livre pour adulte;435;Trois jours et une vie;Lemaitre, Pierre;49;1849;521;53
448.0;Bande dessinée jeunesse;444;Superstars;Cohen, Jacqueline;31;2784;576;49
398.0;Livre pour adulte;465;Les Bourgeois : roman;Ferney, Alice;52;845;345;55
282.0;Bande dessinée jeunesse;527;Astérix chez Rahàzade : ou le compte des mille et une heures;Uderzo, Albert;40;5899;677;69
296.0;Bande dessinée jeunesse;519;Seuls. 2. Le maître des couteaux;Gazzotti, Bruno;51;5081;739;75
298.0;Bande dessinée jeunesse;518;La machine à démourir;Vehlmann, Fabien;53;1232;616;68
301.0;Bande dessinée jeunesse;517;Les Schtroumpfs et le Cracoucass;Peyo;43;4692;579;58
286.0;Bande dessinée jeunesse;525;Allez, les monstres !;Cohen, Jacqueline;35;3347;672;61
305.0;Livre jeunesse;515;Où est Spot, mon petit chien ?;Hill, Eric;46;2341;627;101
326.0;Livre pour adulte;499;Couleurs de l'incendie;Lemaitre, Pierre;53;519;0;75
288.0;Livre pour adulte;524;La sorcière;Läckberg, Camilla;52;570;35;58
316.0;Bande dessinée jeunesse;507;Le sens de la vie;Zep;45;3980;667;76
331.0;Bande dessinée jeunesse;497;Loin des yeux...;Darasse;51;3458;769;66
196.0;Bande dessinée jeunesse;616;Mortelle Adèle. 5. Poussez-vous les moches;Tan;44;2902;713;66
212.0;Bande dessinée jeunesse;599;Je serai toujours avec toi;Lyfoung, Patricia;48;5093;884;81
219.0;Bande dessinée jeunesse;592;La grande traversée;Goscinny, René;48;6572;713;81
210.0;Bande dessinée jeunesse;601;Le domaine des dieux;Goscinny, René;53;6761;737;84
204.0;Bande dessinée jeunesse;609;Un namour de sister;Maury, William;41;3461;793;65
185.0;Livre jeunesse;627;Max se bagarre;Saint-Mars, Dominique de;36;5434;729;75
201.0;Bande dessinée jeunesse;612;Sauve qui peut;Didier, Anne;50;1263;565;62
176.0;Livre jeunesse;633;Grosse colère;Allancé, Mireille d';53;3818;754;128
213.0;Bande dessinée jeunesse;599;Jadina;Sobral, Patrick;47;3243;762;70
205.0;Bande dessinée jeunesse;605;Duel de belles;Delaf;47;3955;808;71
263.0;Bande dessinée jeunesse;544;Copain comme cochon;Guibert, Emmanuel;37;2933;665;60
264.0;Bande dessinée jeunesse;542;Me pardonneras-tu ?;Lyfoung, Patricia;49;4300;819;67
242.0;Bande dessinée jeunesse;568;L'épreuve de farce;Coppée, Thierry;50;3300;812;61
230.0;Bande dessinée jeunesse;578;Où est Pétula ?;Guibert, Emmanuel;41;3769;872;62
278.0;Bande dessinée jeunesse;528;Game over. 13. Toxic affair;Midam;43;2082;784;53
270.0;Livre sonore jeunesse;534;Coco à l'école;Du Bouchet, Paule;47;3066;561;94
248.0;Bande dessinée jeunesse;562;Ultra top secret !;Didier, Anne;38;3424;725;52
221.0;Bande dessinée jeunesse;590;Un couple d'enfer;Delaf;48;3268;735;68
223.0;Livre jeunesse;586;Grrr !;Maubille, Jean;52;4031;763;128
273.0;DVD jeunesse;531;Mon voisin Totoro : (Sous réserve de disponibilité);;47;2887;602;72
348.0;Bande dessinée jeunesse;490;Titeuf et le derrière des choses;Zep;44;5257;718;74
342.0;Bande dessinée jeunesse;494;Tintin au pays de l'or noir;Hergé;55;5853;690;88
347.0;Bande dessinée jeunesse;491;La menace Schtroumpf;Parthoens, Luc;36;4951;610;47
396.0;Livre pour adulte;466;Vie de David Hockney;Cusset, Catherine;43;464;0;44
397.0;Bande dessinée jeunesse;465;Le sceptre d'Ottokar;Hergé;52;6117;627;84
378.0;Livre pour adulte;473;Au fond de l'eau;Hawkins, Paula;54;938;399;61
395.0;Livre pour adulte;466;Entre deux mondes;Norek, Olivier;44;512;36;45
360.0;Bande dessinée jeunesse;485;L'oreille cassée;Hergé;51;7091;708;89
386.0;Livre pour adulte;470;Ör;Audur Ava Olafsdottir;51;583;104;51
384.0;Livre jeunesse;471;Double peine;Kinney, Jeff;49;714;184;55
532.0;Bande dessinée jeunesse;411;Une histoire des Schtroumpfs. 34. Les Schtroumpfs et le demi-génie;Jost, Alain;41;1479;581;42
533.0;Bande dessinée pour adulte;411;Les cahiers d'Esther. Histoires de mes 11 ans;Sattouf, Riad;55;1070;560;56
530.0;Livre pour adulte;412;Dernier jour à Budapest : roman;Marai, Sandor;39;422;24;39
539.0;Bande dessinée jeunesse;410;Qu'est-ce qu'il a ?;Laudec;52;4933;561;66
537.0;Bande dessinée jeunesse;410;Tu dépasses !;Darasse;42;3824;560;55
169.0;Livre jeunesse;640;Lili rêve d'être une femme;Saint-Mars, Dominique de;44;5274;965;79
154.0;Livre jeunesse;667;"Max raconte des ""bobards""";Saint-Mars, Dominique de;44;5846;842;77
137.0;Bande dessinée jeunesse;685;C'est nikol crème !;Cazenove, Christophe;44;4674;901;72
145.0;Bande dessinée jeunesse;677;Astérix et le chaudron;Goscinny, René;48;6660;812;87
171.0;Livre pour adulte;636;La femme de l'ombre;Arnaldur Indriđason;50;677;43;52
140.0;Bande dessinée jeunesse;683;Coeur du passé;Sobral, Patrick;50;5057;905;85
147.0;Bande dessinée jeunesse;676;Parents à vendre;Mr Tan;47;2771;788;71
152.0;Livre pour adulte;669;Les loyautés;Vigan, Delphine de;55;686;0;69
146.0;Bande dessinée jeunesse;676;Danaël;Sobral, Patrick;47;3515;809;73
157.0;Bande dessinée jeunesse;659;Shimy;Sobral, Patrick;51;2305;864;68
493.0;Bande dessinée jeunesse;427;Sardine de l'espace. 11. L'archipel des hommes-sandwichs;Sapin, Mathieu;46;3074;584;58
513.0;Bande dessinée jeunesse;422;Game over. 8. Cold case : affaires glacées;Midam;37;2393;614;42
499.0;Bande dessinée jeunesse;425;Qui a volé la Joconde ?;Stilton, Geronimo;35;3721;584;61
475.0;Livre pour adulte;433;Underground railroad : roman;Whitehead, Colson;53;739;276;57
476.0;Bande dessinée jeunesse;432;Akissi. 6. Sans amis;Abouet, Marguerite;48;1734;680;61
4.0;Livre jeunesse;1075;Max et Lili cherchent leur métier;Saint-Mars, Dominique de;53;2987;1631;120
6.0;Livre jeunesse;1053;Lili est harcelée à l'école;Saint-Mars, Dominique de;51;8467;1379;124
381.0;Bande dessinée jeunesse;473;Les blagues de Toto. 7. La classe qui rit;Coppée, Thierry;46;3928;625;56
382.0;Livre jeunesse;473;Lili ne veut plus se montrer toute nue;Saint-Mars, Dominique de;31;2899;549;57
389.0;Bande dessinée jeunesse;469;"Seuls. 9. Avant l'Enfant-Minuit ; Vehlmann";Vehlmann, Fabien;53;2237;777;70
414.0;Bande dessinée jeunesse;459;La rentrée des crasses;Coppée, Thierry;43;4370;626;63
416.0;Bande dessinée jeunesse;458;Les Schtroumpfs à Pilulit;Jost, Alain;41;3420;598;49
417.0;Bande dessinée jeunesse;457;Les lauriers de César;Goscinny, René;41;4286;613;60
372.0;Bande dessinée jeunesse;475;Les bijoux de la Castafiore;Hergé;50;5541;684;85
388.0;Bande dessinée jeunesse;470;Maman, je rigole !;Darasse;48;4257;678;64
413.0;Livre jeunesse;459;Bonsoir lune;Brown, Margaret Wise;54;3948;569;134
394.0;Livre jeunesse;467;Délivrez-moi !;Sanders, Alex;42;1556;426;107
309.0;Livre sonore jeunesse;512;Le doudou de Coco : une histoire mise en musique;Du Bouchet, Paule;44;3239;565;93
322.0;Bande dessinée pour adulte;501;Les cahiers d'Esther. 3. Histoire de mes 12 ans;Sattouf, Riad;54;554;38;56
292.0;Bande dessinée jeunesse;521;L'élève dépasse le mètre;Coppée, Thierry;43;4141;664;58
306.0;Bande dessinée jeunesse;513;Le clan du requin;Gazzotti, Bruno;49;5851;759;73
311.0;Livre pour adulte;510;Ils vont tuer Robert Kennedy;Dugain, Marc;50;895;352;58
275.0;Bande dessinée jeunesse;530;Ducobu, élève modèle;Zidrou;45;4100;718;57
307.0;Livre pour adulte;512;Vernon Subutex. 3;Despentes, Virginie;48;991;465;63
303.0;Bande dessinée jeunesse;516;La soupe aux schtroumpfs;Peyo;38;5319;673;57
285.0;Bande dessinée jeunesse;525;C'est pô juste...;Zep;44;5470;716;76
312.0;Bande dessinée jeunesse;509;Very bad trip;Midam;48;1253;643;57
497.0;Livre pour adulte;425;Et vous avez eu beau temps ? : la perfidie ordinaire des petites phrases;Delerm, Philippe;43;433;0;45
439.0;Bande dessinée jeunesse;448;Le maître blagueur;Coppée, Thierry;43;3668;570;56
496.0;Bande dessinée jeunesse;425;My hero academia. 3;Horikoshi, Kohei;43;1004;472;53
471.0;Bande dessinée pour adulte;434;Une soeur;Vivès, Bastien;49;906;421;49
418.0;Livre pour adulte;456;L'art de perdre;Zeniter, Alice;51;733;261;61
481.0;Bande dessinée jeunesse;430;Jeux de vilains;Midam;43;4703;657;62
421.0;Bande dessinée jeunesse;455;Objectif lune;Hergé;50;5061;582;79
458.0;Bande dessinée jeunesse;441;Diego;Darasse;50;4306;638;67
443.0;DVD jeunesse;447;Vaiana, la légende du bout du monde : Droit de prêt seulement;;41;916;380;52
446.0;DVD jeunesse;445;Fantastic Mr. Fox;;45;3541;486;57
231.0;Livre jeunesse;577;Le cousin de Max et Lili se drogue;Saint-Mars, Dominique de;37;4202;626;69
190.0;Livre jeunesse;620;Max et Lili veulent des câlins;Saint-Mars, Dominique de;41;5939;794;75
214.0;Livre jeunesse;598;Lili veut de l'argent de poche;Saint-Mars, Dominique de;37;5071;738;65
216.0;Livre jeunesse;596;Max et Koffi sont copains;Saint-Mars, Dominique de;36;4633;685;68
224.0;Livre jeunesse;584;Lili a peur des contrôles;Saint-Mars, Dominique de;40;4395;785;70
206.0;Bande dessinée jeunesse;602;Pas de pitié pour les nazebroques !;Tan;44;2525;694;60
233.0;Bande dessinée jeunesse;576;Quelle chouchoute !;Maury, William;47;3690;779;71
195.0;Bande dessinée jeunesse;616;La rentrée des claques;Mr Tan;47;2162;793;68
202.0;Livre pour adulte;610;Chanson douce;Slimani, Leïla;51;2211;1169;72
193.0;Livre jeunesse;618;Bébés chouettes;Waddell, Martin;52;5567;744;165
249.0;Livre jeunesse;560;Harry Potter et l'enfant maudit : parties un et deux;Thorne, Jack;56;1886;968;97
234.0;Bande dessinée jeunesse;576;Tout pour lui plaire !;Cazenove, Christophe;40;2534;694;64
269.0;Bande dessinée jeunesse;537;Bonjour les cadeaux !;Cohen, Jacqueline;30;5068;765;62
252.0;Bande dessinée jeunesse;557;Bisbille fait mouche;Guibert, Emmanuel;35;2576;596;55
258.0;Bande dessinée jeunesse;548;Le combat des chefs;Goscinny, René;48;5504;808;73
267.0;Livre sonore jeunesse;540;Coco et le bébé;Du Bouchet, Paule;44;3029;542;93
271.0;Bande dessinée jeunesse;533;Dégâts à gogo !;Cohen, Jacqueline;30;4297;742;64
240.0;Bande dessinée jeunesse;569;C'est magique !;Cohen, Jacqueline;34;4490;823;75
262.0;Bande dessinée jeunesse;546;Le miracle de la vie;Zep;47;4089;745;78
254.0;Bande dessinée jeunesse;551;Star à domicile;Nob;49;558;14;55
119.0;Bande dessinée jeunesse;712;Les Légendaires. 16. L'éternité ne dure qu'un temps;Sobral, Patrick;51;3518;819;82
89.0;Livre jeunesse;752;Max décide de faire des efforts;Saint-Mars, Dominique de;36;5925;942;81
113.0;Livre jeunesse;721;Grand-père est mort;Saint-Mars, Dominique de;43;5946;909;86
77.0;Bande dessinée jeunesse;765;Les dents du lapin;Guibert, Emmanuel;49;4863;1100;85
87.0;Livre jeunesse;754;Max est racketté;Saint-Mars, Dominique de;45;6443;1041;91
85.0;Bande dessinée jeunesse;757;Abracada...boum !;Cohen, Jacqueline;45;7211;1039;92
128.0;Livre jeunesse;697;Max est timide;Saint-Mars, Dominique de;44;7035;909;86
94.0;Bande dessinée jeunesse;744;Frères ennemis;Sobral, Patrick;52;6518;1007;96
112.0;Livre pour adulte;721;Souvenirs dormants;Modiano, Patrick;52;813;78;55
129.0;Bande dessinée jeunesse;695;Idylles;Neel, Julien;50;5262;1037;90
35.0;Livre jeunesse;843;Max et Lili veulent tout savoir sur les bébés;Saint-Mars, Dominique de;46;5808;1057;96
45.0;Livre jeunesse;818;Max et Lili se posent des questions sur Dieu;Saint-Mars, Dominique de;49;6746;962;109
31.0;Livre jeunesse;861;Max et Lili veulent éduquer leurs parents;Saint-Mars, Dominique de;48;8529;1163;112
12.0;Livre jeunesse;1018;Max et Lili décident de bien manger;Saint-Mars, Dominique de;50;1544;452;107
13.0;Livre jeunesse;1015;Max et Lili vont chez papy et mamie;Saint-Mars, Dominique de;52;5013;1514;131
15.0;Livre jeunesse;995;Lili invite une copine en vacances;Saint-Mars, Dominique de;50;6153;1323;122
30.0;Livre jeunesse;866;Max et Lili font du camping;Saint-Mars, Dominique de;50;6323;1214;107
27.0;Bande dessinée jeunesse;879;La salsa des saucisses;Cohen, Jacqueline;49;9196;1234;107
49.0;Bande dessinée jeunesse;811;Le papyrus de César;Ferri, Jean-Yves;55;3641;1086;109
28.0;Bande dessinée jeunesse;870;Ca roule !;Cohen, Jacqueline;45;8275;1193;107
370.0;Bande dessinée jeunesse;477;Les schtroumpfs et le livre qui dit tout;Jost, Alain;31;5311;648;53
336.0;Bande dessinée jeunesse;496;Le spectre de la Bastille. 1;Lyfoung, Patricia;47;3545;670;55
344.0;Bande dessinée jeunesse;494;L'histoire drôle;Coppée, Thierry;46;3542;664;58
323.0;Bande dessinée jeunesse;500;Amies pour la vie !. 14;Darasse;52;1970;815;60
361.0;Bande dessinée jeunesse;482;Le secret de la Licorne;Hergé;54;6309;677;90
324.0;Bande dessinée jeunesse;500;Le grand fossé;Uderzo, Albert;41;5101;506;63
364.0;Bande dessinée jeunesse;481;Dad. 2. Secrets de famille;Nob;50;2003;721;56
332.0;Livre sonore jeunesse;496;Dodo, Coco !;Du Bouchet, Paule;41;1562;551;74
369.0;Bande dessinée jeunesse;477;Tintin au Tibet;Hergé;54;6113;659;95
340.0;Bande dessinée jeunesse;495;Tchô, monde cruel;Zep;45;5240;690;74
189.0;Livre jeunesse;622;Lili part en camp de vacances;Saint-Mars, Dominique de;38;5200;843;73
156.0;Bande dessinée jeunesse;662;C'est elle qui a commencé;Cazenove, Christophe;45;3337;676;68
153.0;Livre jeunesse;668;Lucien n'a pas de copains;Saint-Mars, Dominique de;38;5750;785;76
181.0;Livre jeunesse;629;Max ne pense qu'au zizi;Saint-Mars, Dominique de;46;4228;815;91
150.0;Bande dessinée jeunesse;675;Lou !. 6. L'âge de cristal;Neel, Julien;46;5029;1027;87
133.0;Livre jeunesse;691;Lili découvre sa Mamie;Saint-Mars, Dominique de;36;6946;970;77
175.0;Livre jeunesse;635;Jérémy est maltraité;Saint-Mars, Dominique de;41;5611;747;70
170.0;Bande dessinée jeunesse;639;Ca va chauffer !;Cohen, Jacqueline;38;5035;907;76
138.0;Bande dessinée jeunesse;685;Sang royal;Sobral, Patrick;53;4540;937;90
172.0;Bande dessinée jeunesse;636;Un talent monstre !;Tan;45;3180;854;67
50.0;Bande dessinée jeunesse;808;Le cycle d'Anathos : la marque du destin;Sobral, Patrick;51;5108;1046;93
52.0;Livre jeunesse;804;Max et Lili veulent tout tout de suite !;Saint-Mars, Dominique de;44;7242;1033;91
71.0;Bande dessinée jeunesse;776;Les Légendaires. 14. L'héritage du mal;Sobral, Patrick;51;5036;1063;92
56.0;Livre jeunesse;797;Max et lili sont fans de marques;Saint-Mars, Dominique de;44;6922;955;88
74.0;Livre jeunesse;770;Lili veut un petit chat;Saint-Mars, Dominique de;45;7685;1095;92
69.0;Bande dessinée jeunesse;780;Tremblez, carcasses !;Cohen, Jacqueline;40;6329;1079;88
65.0;Bande dessinée jeunesse;783;Au zoo, les zozos !;Cohen, Jacqueline;46;7413;1117;100
63.0;Bande dessinée jeunesse;787;Increvables !;Cohen, Jacqueline;44;6848;1177;101
16.0;Livre jeunesse;982;Max et Lili trouvent leur cousin angoissé;Saint-Mars, Dominique de;51;5383;1414;122
5.0;Livre jeunesse;1055;Max et Lili en ont marre de se dépêcher;Saint-Mars, Dominique de;51;7526;1468;135
7.0;Livre jeunesse;1050;Max et Lili ont des pouvoirs magiques;Saint-Mars, Dominique de;52;9743;1555;134
38.0;Livre jeunesse;833;Max se fait insulter à la récré;Saint-Mars, Dominique de;44;5814;926;91
19.0;Livre jeunesse;952;Max et Lili veulent être gentils;Saint-Mars, Dominique de;48;8114;1326;118
24.0;Livre jeunesse;895;Lili se fait piéger sur internet;Saint-Mars, Dominique de;45;6498;1020;103
23.0;Livre jeunesse;930;Lili veut un téléphone portable;Saint-Mars, Dominique de;45;9056;1310;118
34.0;Livre jeunesse;848;Max veut sauver les animaux;Saint-Mars, Dominique de;46;7861;1144;102
40.0;Bande dessinée jeunesse;824;Bande de sauvages !;Cohen, Jacqueline;46;6643;1126;97
211.0;Bande dessinée jeunesse;600;La rose écarlate. 7. Tu seras toujours à moi;Lyfoung, Patricia;49;5300;932;75
260.0;Bande dessinée jeunesse;546;Les Schtroumpfs et les haricots mauves;Culliford, Thierry;47;638;77;53
259.0;Livre pour adulte;546;La fille qui rendait coup pour coup;Lagercrantz, David;52;862;288;61
244.0;Bande dessinée jeunesse;566;Je veux que tu m'aimes !;Lyfoung, Patricia;50;7045;962;87
250.0;Bande dessinée jeunesse;558;Un bonheur presque parfait;Dubuc, Maryse;48;2183;765;63
261.0;Livre pour adulte;546;La symphonie du hasard. 1;Kennedy, Douglas;48;590;35;51
265.0;Bande dessinée jeunesse;541;Le chevalier cheval;Guibert, Emmanuel;36;2643;677;60
274.0;Bande dessinée jeunesse;530;Asterix en Corse;Goscinny, René;42;4698;624;70
276.0;Bande dessinée jeunesse;529;Mes meilleurs copains;Zep;43;4245;715;71
268.0;Bande dessinée jeunesse;538;Watergate;Midam;46;3732;774;59
162.0;Livre jeunesse;649;Max va à la peche avec son père;Saint-Mars, Dominique de;44;5302;799;78
167.0;Bande dessinée jeunesse;646;Mortelle Adèle. 2. L'enfer c'est les autres;Tan;45;3305;869;65
173.0;Bande dessinée jeunesse;636;Toujours dans les pattes !;Cazenove, Christophe;43;2336;725;64
174.0;Bande dessinée jeunesse;636;Astérix et les Normands;Goscinny, René;48;6796;786;82
168.0;Bande dessinée jeunesse;645;Titeuf. 14. Bienvenue en adolescence !;Zep;50;3107;960;83
187.0;Livre jeunesse;626;Nina a été adoptée;Saint-Mars, Dominique de;39;6314;863;73
155.0;Bande dessinée jeunesse;662;Le royaume des larmes;Sobral, Patrick;51;702;19;80
160.0;Livre sonore jeunesse;652;L'anniversaire de Coco;Du Bouchet, Paule;50;3968;684;102
159.0;Bande dessinée jeunesse;652;Et que ça saute !;Cohen, Jacqueline;41;4954;894;72
184.0;Livre jeunesse;628;Max est maladroit;Saint-Mars, Dominique de;44;6206;822;76
207.0;Bande dessinée jeunesse;602;Tu aurais dû me laisser mourir;Lyfoung, Patricia;52;3930;894;75
198.0;Bande dessinée jeunesse;613;Astérix aux Jeux Olympiques;Goscinny, René;47;7047;796;79
199.0;Livre pour adulte;612;Celle qui fuit et celle qui reste;Ferrante, Elena;47;1478;845;71
215.0;Bande dessinée jeunesse;597;Je crois que je t'aime;Lyfoung, Patricia;49;4771;774;77
237.0;Livre pour adulte;573;On la trouvait plutôt jolie;Bussi, Michel;52;696;111;56
225.0;Bande dessinée jeunesse;584;A la mode de chez nous;Cazenove;46;3656;780;67
236.0;Bande dessinée jeunesse;574;Une jolie vache;Guibert, Emmanuel;33;2577;659;57
239.0;Livre sonore jeunesse;570;Coco et son pot;Du Bouchet, Paule;50;2452;679;100
188.0;Bande dessinée jeunesse;624;Ca déménage !;Didier, Anne;47;2175;879;59
238.0;Bande dessinée jeunesse;570;La loi du préau;Zep;48;4744;778;85
142.0;Livre jeunesse;679;Max veut etre délégué de classe;Saint-Mars, Dominique de;43;6152;913;83
117.0;Livre jeunesse;715;Max trouve que c'est pas juste;Saint-Mars, Dominique de;46;6686;999;104
110.0;Livre jeunesse;726;Lili se fait toujours gronder;Saint-Mars, Dominique de;45;6931;946;89
139.0;Bande dessinée jeunesse;684;Le cycle d'Anathos : renaissance;Sobral, Patrick;49;4368;900;86
126.0;Livre jeunesse;700;Max et Lili sont malades;Saint-Mars, Dominique de;37;4701;845;72
130.0;Bande dessinée jeunesse;694;Les deux terreurs;Cohen, Jacqueline;40;6546;993;85
118.0;Livre jeunesse;714;Max va à l'hopital;Saint-Mars, Dominique de;45;5840;899;78
125.0;Bande dessinée jeunesse;704;Les trois baudets;Guibert, Emmanuel;45;4056;820;72
91.0;Livre jeunesse;748;Max se trouve nul;Saint-Mars, Dominique de;45;6341;983;99
141.0;Bande dessinée jeunesse;681;Ça sent la croquette !;Mr Tan;45;1473;679;69
302.0;Bande dessinée jeunesse;516;La Belle et le loup. 1;Lyfoung, Patricia;49;881;319;57
299.0;Bande dessinée jeunesse;518;Le trésor de Rackham le Rouge;Hergé;56;6967;789;95
293.0;Bande dessinée jeunesse;520;Le cadeau de César;Goscinny, René;45;5443;651;69
304.0;Bande dessinée jeunesse;516;Où es-tu ?;Lyfoung, Patricia;51;4570;810;74
289.0;Bande dessinée jeunesse;524;Naruto. 1;Kishimoto, Masashi;45;3440;644;74
284.0;Bande dessinée jeunesse;526;Un air de famille;Cazenove;42;3208;696;62
287.0;Bande dessinée jeunesse;524;Ca épate les filles...;Zep;43;4443;706;75
290.0;Bande dessinée jeunesse;522;Dad. 1. Filles à papa;Nob;50;2398;730;58
297.0;Livre jeunesse;519;Sur le chantier;Barton, Byron;51;2453;562;129
314.0;Livre pour adulte;508;La soif;Nesbo, Jo;52;552;31;54
376.0;Livre jeunesse;475;Le petit déjeuner de la famille Souris;Iwamura, Kazuo;49;4539;625;95
377.0;Livre sonore jeunesse;475;Le pyjama de Coco;Du Bouchet, Paule;44;2801;543;84
365.0;Bande dessinée jeunesse;481;Le bébé schtroumpf;Peyo;35;4834;614;53
362.0;Livre pour adulte;482;Trois baisers;Pancol, Katherine;53;644;141;61
367.0;Bande dessinée jeunesse;479;Aïe aïe eye;Midam;50;505;5;61
88.0;Livre jeunesse;754;Les parents de Max et Lili se disputent;Saint-Mars, Dominique de;43;7963;1042;85
48.0;Livre jeunesse;813;La copine de Lili a une maladie grave;Saint-Mars, Dominique de;45;7130;1011;93
62.0;Livre jeunesse;787;Lili se dispute avec son frère;Saint-Mars, Dominique de;45;7711;1015;91
76.0;Livre jeunesse;767;Max n'en fait qu'à sa tête;Saint-Mars, Dominique de;42;6592;940;90
41.0;Bande dessinée jeunesse;824;Les premiers de la casse;Cohen, Jacqueline;42;6417;1133;94
78.0;Bande dessinée jeunesse;764;Les mabouls déboulent !;Cohen, Jaqueline;44;6366;1015;91
72.0;Livre jeunesse;775;Lili a peur de la mort;Saint-Mars, Dominique de;47;7614;1093;112
43.0;Livre jeunesse;819;Max embête les filles;Saint-Mars, Dominique de;46;6938;1077;96
47.0;Bande dessinée jeunesse;814;Drôle de cirque !;Cohen, Jacqueline;46;6890;1126;88
67.0;Bande dessinée jeunesse;783;Trop, c'est trop !;Cohen, Jacqueline;46;8160;1154;99
327.0;Bande dessinée jeunesse;498;Les sisters. 10. Survitaminées !;Cazenove, Christophe;46;1812;574;61
349.0;Bande dessinée jeunesse;490;La quatrième dimension et demie;Vehlmann, Fabien;51;4828;769;69
353.0;Bande dessinée jeunesse;488;Sous les cahiers, la plage;Coppée, Thierry;43;4327;646;56
334.0;Bande dessinée jeunesse;496;Bienvenue au club !;Cohen, Jacqueline;32;3893;655;57
355.0;Bande dessinée jeunesse;488;Le schtroumpfissime;Delporte, Yvan;41;4664;652;56
341.0;Bande dessinée jeunesse;495;Pour qui tu te prends ?;Delaf;40;3368;698;64
343.0;Bande dessinée jeunesse;494;Tintin et les Picaros;Hergé;53;6419;756;89
320.0;Bande dessinée jeunesse;502;L'affaire Tournesol;Hergé;55;6670;709;93
